genus,species,accession,phenotype,antibiotic,measurement_value,assign_phenotype,recategorized_MIC
Klebsiella,pneumoniae,SRR5386078,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386079,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386084,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386087,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386092,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386093,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386096,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386101,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386103,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386107,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386109,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386121,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386122,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386126,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386127,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386130,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386131,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386135,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386137,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386143,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386148,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386149,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386154,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386155,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386163,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386165,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386166,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386168,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386170,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386171,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386179,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386182,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386183,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386186,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386191,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386192,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386193,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386194,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386196,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386197,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386199,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386203,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386206,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386207,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386210,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386213,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386215,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386221,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386222,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386224,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386225,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386226,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386228,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386229,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386236,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386239,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386241,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386246,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386249,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386250,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386257,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386258,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386259,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386260,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386265,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386266,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386268,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386270,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386273,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386285,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386289,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386293,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386297,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386298,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386301,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386304,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386305,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386306,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386307,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386309,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386310,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386313,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386314,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386319,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386323,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386324,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386325,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386328,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386332,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386333,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386335,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386345,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386346,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386356,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386357,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386359,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386370,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386371,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386373,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386374,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386383,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386387,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386391,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386393,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386394,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386415,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386416,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386420,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386428,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386429,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386439,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386451,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386453,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386454,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386456,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386468,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386469,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386476,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386479,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386486,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386492,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386498,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386503,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386504,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386507,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386511,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386520,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386524,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386532,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386537,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386538,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386540,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386542,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386547,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386552,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386555,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386556,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386563,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386568,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386573,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386574,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386591,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386595,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386596,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386599,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386600,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386601,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386602,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386614,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386615,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386622,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386623,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386627,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386629,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386630,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386636,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386637,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386638,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386644,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386654,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386656,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386660,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386661,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386666,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386668,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386675,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386682,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386699,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386700,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386701,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386706,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386720,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386721,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386724,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386742,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386743,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386748,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386749,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386755,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386756,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386758,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386759,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386761,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386765,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386770,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386776,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386784,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386785,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386796,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386802,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386806,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386811,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386812,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386814,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386820,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386827,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386828,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386830,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386831,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386842,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386843,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386844,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386846,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386848,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386852,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386924,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386925,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386926,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386945,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386955,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386958,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386959,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386967,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386968,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386969,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386970,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386976,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5386982,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386984,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5386998,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5386999,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5387001,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387003,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387007,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387021,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387023,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387025,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387027,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387029,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387031,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387033,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387037,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387156,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387159,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387161,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387162,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387164,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387168,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387169,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5387175,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387179,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387184,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387191,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387193,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387197,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387199,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5387200,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387210,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387211,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387212,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387214,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387221,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387222,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387223,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387224,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387227,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5387229,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387234,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387241,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387245,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387247,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387249,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387254,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387258,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387260,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5387261,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5387268,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387270,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387277,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387280,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387282,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387284,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387287,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387288,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387293,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387294,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387295,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5387296,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387299,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387307,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387310,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387311,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387313,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387315,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387321,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5387322,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387325,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5387335,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5387350,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387353,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387355,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387356,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387361,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387362,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387365,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387372,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387374,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387375,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5387376,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387377,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387379,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR5387390,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387400,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387409,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR5387411,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387419,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR5387421,Resistant,GEN,8.0,Resistant,8.0
Escherichia,coli,SRR5398450,Susceptible,GEN,1.0,Susceptible,1.0
Escherichia,coli,SRR5398452,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,SRR5420063,Intermediate,GEN,4.0,Susceptible,4.0
Escherichia,coli,SRR5420065,Susceptible,GEN,1.0,Susceptible,1.0
Escherichia,coli,SRR5420067,Susceptible,GEN,1.0,Susceptible,1.0
Escherichia,coli,SRR5420068,Resistant,GEN,16.0,Resistant,16.0
Escherichia,coli,SRR5420070,Resistant,GEN,16.0,Resistant,16.0
Escherichia,coli,SRR5420071,Susceptible,GEN,1.0,Susceptible,1.0
Escherichia,coli,SRR5445911,Susceptible,GEN,1.0,Susceptible,1.0
Klebsiella,pneumoniae,SRR5445913,Resistant,GEN,16.0,Resistant,16.0
