genus	species	accession	genome	ani	new_genus	phenotype	antibiotic	measurement_sign	measurement_value	measurement_unit	laboratory_typing_method	laboratory_typing_platform	testing_standard	testing_standard_year	publication	isolation_source	isolation_country	collection_date	scientific_name_CAMDA	scientific_name_NCBI	scientific_name_Antibiogram	status	status_reference
Salmonella	enterica	SRR5573052	ENA_SAMN02911922	0.985	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	NA	CLSI	2013	27381390	clinical sample	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica	Matched_NCBI_Antibiogram	Good_sources
Salmonella	enterica	SRR3664667	ENA_SAMN02699300	0.985	Salmonella	Susceptible	GEN	=	1	mg/L	Broth dilution	CMV2AGNF/CMV3AGNF	CLSI	2013	27381390	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Schwarzengrund	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2567196	ENA_SAMN03894394	0.998	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	CMV2AGNF/CMV3AGNF	CLSI	2013	27381390	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3096028	ENA_SAMN04217222	0.993	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Saintpaul	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3665130	ENA_SAMN02699233	0.998	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Typhimurium	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2407629	ENA_SAMN03988309	0.99	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Enteritidis	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2002476	ENA_SAMN03291587	0.985	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Schwarzengrund	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3242326	ENA_SAMN04218186	0.991	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Hadar	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3665276	ENA_SAMN05201719	0.987	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	NA	Chicken Wings	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Kentucky	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2017874	ENA_SAMN03276051	0.991	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Heidelberg	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3289806	ENA_SAMN04218229	0.985	Salmonella	Susceptible	GEN	NA	1	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Schwarzengrund	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3295590	ENA_SAMN04576674	0.987	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Kentucky	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2566929	ENA_SAMN03894127	0.991	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	CMV2AGNF/CMV3AGNF	CLSI	2013	27381390	Pork Chops	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Heidelberg	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR4044442	ENA_SAMN05596261	0.999	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	NA	CLSI	2013	NA	NA	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica	Matched_NCBI_Antibiogram	Good_sources
Salmonella	enterica	SRR3664616	ENA_SAMN02699282	0.999	Salmonella	Susceptible	GEN	=	1	mg/L	Broth dilution	CMV2AGNF/CMV3AGNF	CLSI	2013	27381390	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR4280598	ENA_SAMN05771757	0.991	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica	Matched_NCBI_Antibiogram	Good_sources
Salmonella	enterica	SRR2062220	ENA_SAMN03291614	0.985	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Beef	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Schwarzengrund	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3116161	ENA_SAMN04217342	0.998	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3295747	ENA_SAMN04577294	0.988	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	30333126	Hogs	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Derby	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR1203034	ENA_SAMN02640875	0.991	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	NA	Salmonella enterica subsp. enterica serovar Heidelberg	NA	Verify_sources
Salmonella	enterica	SRR3932907	ENA_SAMN05416401	0.987	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica	Matched_NCBI_Antibiogram	Good_sources
Salmonella	enterica	SRR2973708	ENA_SAMN04316371	0.988	Salmonella	Susceptible	GEN	NA	1	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Swine	USA	NA	Salmonella enterica	Salmonella enterica	NA	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR1300555	ENA_SAMN02640956	0.992	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Heidelberg	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3664709	ENA_SAMN05201828	0.99	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. arizonae serovar 18:z4,z23:-	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2143475	ENA_SAMN03842229	0.993	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Saintpaul	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3932977	ENA_SAMN05416471	0.987	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica	Matched_NCBI_Antibiogram	Good_sources
Salmonella	enterica	SRR3664833	ENA_SAMN05201927	0.99	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	NA	Ground Beef	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Infantis	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR1609691	ENA_SAMN02894137	0.986	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR5573042	ENA_SAMN02911912	0.999	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	CMV2AGNF/CMV3AGNF	CLSI	2013	27381390	clinical sample	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica	Matched_NCBI_Antibiogram	Good_sources
Salmonella	enterica	SRR3295833	ENA_SAMN04577380	0.988	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	30333126	Hogs	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Derby	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3664782	ENA_SAMN05201885	0.998	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	NA	CLSI	2013	NA	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR1973650	ENA_SAMN03275999	0.988	Salmonella	Susceptible	GEN	NA	1	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Pork Chop	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Derby	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR1849407	ENA_SAMN03269467	0.987	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Kentucky	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3033302	ENA_SAMN04350814	0.987	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Cattle	USA	NA	Salmonella enterica	Salmonella enterica	NA	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2567001	ENA_SAMN03894199	0.987	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	CMV2AGNF/CMV3AGNF	CLSI	2013	27381390	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Kentucky	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR1820097	ENA_SAMN03291521	0.994	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Saintpaul	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2993935	ENA_SAMN03938788	0.987	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Kentucky	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3933078	ENA_SAMN05416572	0.986	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica	Matched_NCBI_Antibiogram	Good_sources
Salmonella	enterica	SRR2226943	ENA_SAMN04025715	0.986	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Turkeys	USA	NA	Salmonella enterica	Salmonella enterica	NA	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3765052	ENA_SAMN04255323	0.998	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	NA	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR1946913	ENA_SAMN03275960	0.987	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Kentucky	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3295830	ENA_SAMN04577377	0.986	Salmonella	Susceptible	GEN	=	1	mg/L	Broth dilution	NA	CLSI	2013	30333126	Hogs	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Brandenburg	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3295506	ENA_SAMN04576590	0.99	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Thighs	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Enteritidis	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR1951852	ENA_SAMN03275977	0.991	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Hadar	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2407764	ENA_SAMN03988444	0.989	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	NA	CLSI	2013	30333126	Pork Chop	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Infantis	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2567051	ENA_SAMN03894249	0.994	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	32513803	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Saintpaul	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3664962	ENA_SAMN05201486	0.995	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. arizonae serovar 18:z4,z23:-	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR1923642	ENA_SAMN03291548	0.998	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Typhimurium	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3099653	ENA_SAMN04255423	0.998	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3664678	ENA_SAMN02699303	0.998	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	27381390	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Typhimurium	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3295921	ENA_SAMN04577468	0.998	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Young Chicken	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Typhimurium	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3191437	ENA_SAMN04217246	0.991	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Heidelberg	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3242354	ENA_SAMN04218207	0.985	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Reading	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2566946	ENA_SAMN03894144	0.988	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	27381390	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Livingstone	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3933012	ENA_SAMN05416506	0.99	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica	Matched_NCBI_Antibiogram	Good_sources
Salmonella	enterica	SRR5573134	ENA_SAMN02912004	0.986	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	27381390	clinical sample	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica	Matched_NCBI_Antibiogram	Good_sources
Salmonella	enterica	SRR3664791	ENA_SAMN05201893	0.987	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	NA	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Kentucky	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2566885	ENA_SAMN03894083	0.991	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Thompson	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2407598	ENA_SAMN03988278	0.985	Salmonella	Susceptible	GEN	NA	1	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Schwarzengrund	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR4280641	ENA_SAMN05771800	0.998	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	NA	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica	Matched_NCBI_Antibiogram	Good_sources
Salmonella	enterica	SRR3295608	ENA_SAMN04576692	0.995	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Saintpaul	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3057227	ENA_SAMN04217187	0.99	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Enteritidis	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3664844	ENA_SAMN05201934	0.995	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. arizonae serovar 18:z4,z23:-	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3242342	ENA_SAMN04218196	0.991	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Hadar	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3664897	ENA_SAMN05201975	0.998	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3295880	ENA_SAMN04577427	0.988	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Swine-Sow	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Derby	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2533321	ENA_SAMN03291674	0.99	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Enteritidis	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2082955	ENA_SAMN03291651	0.987	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Kentucky	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3932905	ENA_SAMN05416399	0.985	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	30333126	Pork Chop	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica	Matched_NCBI_Antibiogram	Good_sources
Salmonella	enterica	SRR3330385	ENA_SAMN04255260	0.998	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR1300613	ENA_SAMN02766989	0.992	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	NA	Salmonella enterica subsp. enterica serovar Heidelberg	NA	Verify_sources
Salmonella	enterica	SRR1646948	ENA_SAMN02894097	0.987	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Kentucky	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2407585	ENA_SAMN03988265	0.994	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	NA	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Saintpaul	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR5573113	ENA_SAMN02911983	0.987	Salmonella	Susceptible	GEN	=	1	mg/L	Broth dilution	NA	CLSI	2013	27381390	clinical sample	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica	Matched_NCBI_Antibiogram	Good_sources
Salmonella	enterica	SRR2407782	ENA_SAMN03988462	0.992	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	NA	CLSI	2013	30333126	Chicken Thighs	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Heidelberg	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2566981	ENA_SAMN03894179	0.99	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	27381390	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Thompson	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR1767789	ENA_SAMN03269512	0.999	Salmonella	Susceptible	GEN	NA	0.5	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Typhimurium	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2962888	ENA_SAMN04297474	0.999	Salmonella	Susceptible	GEN	NA	1	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chickens	USA	NA	Salmonella enterica	Salmonella enterica	NA	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3188261	ENA_SAMN04224468	0.989	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Anatum	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3664726	ENA_SAMN02699310	0.986	Salmonella	Susceptible	GEN	=	1	mg/L	Broth dilution	CMV2AGNF/CMV3AGNF	CLSI	2013	27381390	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Brandenburg	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2567113	ENA_SAMN03894311	0.99	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	NA	CLSI	2013	27381390	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Enteritidis	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3110299	ENA_SAMN04256014	0.993	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Saintpaul	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3664927	ENA_SAMN05201994	0.99	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	NA	CLSI	2013	NA	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Enteritidis	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR1299286	ENA_SAMN02640915	0.991	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3665148	ENA_SAMN05201619	0.994	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	NA	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Saintpaul	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR3295634	ENA_SAMN04577181	0.988	Salmonella	Susceptible	GEN	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	30333126	Cecal swine	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Derby	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR1783194	ENA_SAMN02777777	0.991	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Heidelberg	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR1556982	ENA_SAMN02894031	0.991	Salmonella	Susceptible	GEN	<=	0.25	mg/L	Broth dilution	Sensititre	CLSI	2013	30333126	Ground Turkey	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Hadar	Matched_NCBI	Verify_sources
Salmonella	enterica	SRR2407645	ENA_SAMN03988325	0.998	Salmonella	Resistant	GEN	NA	16	mg/L	Broth dilution	NA	CLSI	2013	NA	Chicken Breast	USA	NA	Salmonella enterica	Salmonella enterica	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	Matched_NCBI	Verify_sources
