genus	species	scientific_name_new	accession	genome	phenotype	antibiotic	measurement_value	ani	new_genus	recategorized_mic	phenotype_assigned
Salmonella	enterica	Salmonella enterica	SRR1609691	ENA_SAMN02894137	Susceptible	GEN	0.5	0.986	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR5573042	ENA_SAMN02911912	Susceptible	GEN	0.5	0.999	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3295833	ENA_SAMN04577380	Susceptible	GEN	0.5	0.988	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3664782	ENA_SAMN05201885	Susceptible	GEN	0.25	0.998	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR1973650	ENA_SAMN03275999	Susceptible	GEN	1	0.988	Salmonella	1	Susceptible
Salmonella	enterica	Salmonella enterica	SRR1849407	ENA_SAMN03269467	Susceptible	GEN	0.5	0.987	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3033302	ENA_SAMN04350814	Susceptible	GEN	0.25	0.987	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR2567001	ENA_SAMN03894199	Susceptible	GEN	0.5	0.987	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR1820097	ENA_SAMN03291521	Susceptible	GEN	0.25	0.994	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR2993935	ENA_SAMN03938788	Susceptible	GEN	0.5	0.987	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3295772	ENA_SAMN04577319	Susceptible	GEN	0.5	0.986	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3933078	ENA_SAMN05416572	Susceptible	GEN	0.25	0.986	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR2226943	ENA_SAMN04025715	Susceptible	GEN	0.5	0.986	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3765052	ENA_SAMN04255323	Susceptible	GEN	0.25	0.998	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR1946913	ENA_SAMN03275960	Susceptible	GEN	0.25	0.987	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3295830	ENA_SAMN04577377	Susceptible	GEN	1	0.986	Salmonella	1	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3295506	ENA_SAMN04576590	Susceptible	GEN	0.5	0.99	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR1951852	ENA_SAMN03275977	Susceptible	GEN	0.5	0.991	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR2407764	ENA_SAMN03988444	Susceptible	GEN	0.25	0.989	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR2567051	ENA_SAMN03894249	Susceptible	GEN	0.5	0.994	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3664962	ENA_SAMN05201486	Susceptible	GEN	0.25	0.995	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR1923642	ENA_SAMN03291548	Susceptible	GEN	0.25	0.998	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3099653	ENA_SAMN04255423	Susceptible	GEN	0.25	0.998	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3664678	ENA_SAMN02699303	Susceptible	GEN	0.5	0.998	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3295921	ENA_SAMN04577468	Susceptible	GEN	0.25	0.998	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3191437	ENA_SAMN04217246	Susceptible	GEN	0.5	0.991	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3242354	ENA_SAMN04218207	Susceptible	GEN	0.5	0.985	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR2566946	ENA_SAMN03894144	Susceptible	GEN	0.5	0.988	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3933012	ENA_SAMN05416506	Susceptible	GEN	0.25	0.99	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR5573134	ENA_SAMN02912004	Susceptible	GEN	0.5	0.986	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3664791	ENA_SAMN05201893	Susceptible	GEN	0.5	0.987	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR2566885	ENA_SAMN03894083	Susceptible	GEN	0.5	0.991	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR2407598	ENA_SAMN03988278	Susceptible	GEN	1	0.985	Salmonella	1	Susceptible
Salmonella	enterica	Salmonella enterica	SRR4280641	ENA_SAMN05771800	Susceptible	GEN	0.25	0.998	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3295608	ENA_SAMN04576692	Susceptible	GEN	0.5	0.995	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3057227	ENA_SAMN04217187	Susceptible	GEN	0.5	0.99	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3664844	ENA_SAMN05201934	Susceptible	GEN	0.5	0.995	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3242342	ENA_SAMN04218196	Susceptible	GEN	0.5	0.991	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3664897	ENA_SAMN05201975	Susceptible	GEN	0.25	0.998	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3295880	ENA_SAMN04577427	Susceptible	GEN	0.5	0.988	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR2533321	ENA_SAMN03291674	Susceptible	GEN	0.25	0.99	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR2082955	ENA_SAMN03291651	Susceptible	GEN	0.25	0.987	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3932905	ENA_SAMN05416399	Susceptible	GEN	0.5	0.985	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3330385	ENA_SAMN04255260	Susceptible	GEN	0.25	0.998	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR1300613	ENA_SAMN02766989	Susceptible	GEN	0.5	0.992	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR1646948	ENA_SAMN02894097	Susceptible	GEN	0.25	0.987	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR2407585	ENA_SAMN03988265	Susceptible	GEN	0.5	0.994	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR5573113	ENA_SAMN02911983	Susceptible	GEN	1	0.987	Salmonella	1	Susceptible
Salmonella	enterica	Salmonella enterica	SRR2407782	ENA_SAMN03988462	Susceptible	GEN	0.25	0.992	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR2566981	ENA_SAMN03894179	Susceptible	GEN	0.5	0.99	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR1767789	ENA_SAMN03269512	Susceptible	GEN	0.5	0.999	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR2962888	ENA_SAMN04297474	Susceptible	GEN	1	0.999	Salmonella	1	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3188261	ENA_SAMN04224468	Susceptible	GEN	0.25	0.989	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR2567206	ENA_SAMN03894404	Susceptible	GEN	1	0.987	Salmonella	1	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3664726	ENA_SAMN02699310	Susceptible	GEN	1	0.986	Salmonella	1	Susceptible
Salmonella	enterica	Salmonella enterica	SRR2567113	ENA_SAMN03894311	Susceptible	GEN	0.25	0.99	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3110299	ENA_SAMN04256014	Susceptible	GEN	0.25	0.993	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3664927	ENA_SAMN05201994	Susceptible	GEN	0.25	0.99	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR1299286	ENA_SAMN02640915	Susceptible	GEN	0.25	0.991	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3665148	ENA_SAMN05201619	Susceptible	GEN	0.5	0.994	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR3295634	ENA_SAMN04577181	Susceptible	GEN	0.5	0.988	Salmonella	0.5	Susceptible
Salmonella	enterica	Salmonella enterica	SRR1783194	ENA_SAMN02777777	Susceptible	GEN	0.25	0.991	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR1556982	ENA_SAMN02894031	Susceptible	GEN	0.25	0.991	Salmonella	0.25	Susceptible
Salmonella	enterica	Salmonella enterica	SRR2407645	ENA_SAMN03988325	Resistant	GEN	16	0.998	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2973702	ENA_SAMN04316378	Resistant	GEN	8	0.985	Salmonella	8	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665114	ENA_SAMN02699228	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2670712	ENA_SAMN03842362	Resistant	GEN	8	0.994	Salmonella	8	Resistant
Salmonella	enterica	Salmonella enterica	SRR3295674	ENA_SAMN04577221	Resistant	GEN	16	0.985	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1664211	ENA_SAMN02894054	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665263	ENA_SAMN02699265	Resistant	GEN	16	0.99	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664813	ENA_SAMN05201911	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3115237	ENA_SAMN04217296	Resistant	GEN	16	0.985	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665037	ENA_SAMN02699207	Resistant	GEN	16	0.993	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2566948	ENA_SAMN03894146	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2407616	ENA_SAMN03988296	Resistant	GEN	16	0.989	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665306	ENA_SAMN02699273	Resistant	GEN	16	0.998	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2533342	ENA_SAMN03291692	Resistant	GEN	16	0.994	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664891	ENA_SAMN05201969	Resistant	GEN	16	0.989	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1777697	ENA_SAMN03269493	Resistant	GEN	16	0.994	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665114	ENA_SAMN02699228	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2567151	ENA_SAMN03894349	Resistant	GEN	16	0.989	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664901	NA	Resistant	GEN	16	NA	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR4280626	ENA_SAMN05771785	Resistant	GEN	16	0.995	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1574320	ENA_SAMN02894058	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3182556	ENA_SAMN04217433	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR10992709	ENA_SAMN02782579	Resistant	GEN	16	0.983	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664631	ENA_SAMN02699290	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2567174	ENA_SAMN03894372	Resistant	GEN	16	0.99	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	ERR2209632	ENA_SAMEA104412388	Resistant	GEN	32	0.995	Salmonella	32	Resistant
Salmonella	enterica	Salmonella enterica	SRR3295861	ENA_SAMN04577408	Resistant	GEN	16	0.985	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2407533	ENA_SAMN03988213	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3932924	ENA_SAMN05416418	Resistant	GEN	16	0.998	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR4044661	ENA_SAMN05596672	Resistant	GEN	16	0.985	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665076	ENA_SAMN05201569	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2407720	ENA_SAMN03988400	Resistant	GEN	8	0.99	Salmonella	8	Resistant
Salmonella	enterica	Salmonella enterica	SRR2566938	ENA_SAMN03894136	Resistant	GEN	16	0.998	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3295584	ENA_SAMN04576668	Resistant	GEN	16	0.994	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2407588	ENA_SAMN03988268	Resistant	GEN	16	0.99	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1544238	ENA_SAMN02782483	Resistant	GEN	16	0.994	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	ERR1877610	ENA_SAMEA103899891	Resistant	GEN	24	0.984	Salmonella	32	Resistant
Salmonella	enterica	Salmonella enterica	SRR3933042	ENA_SAMN05416536	Resistant	GEN	16	0.986	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR4019213	ENA_SAMN04255408	Resistant	GEN	16	0.993	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665187	NA	Resistant	GEN	16	NA	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	ERR1878020	ENA_SAMEA103900150	Resistant	GEN	24	0.986	Salmonella	32	Resistant
Salmonella	enterica	Salmonella enterica	SRR3289805	ENA_SAMN04218227	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	ERR1878071	ENA_SAMEA103900201	Resistant	GEN	24	0.985	Salmonella	32	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664633	ENA_SAMN02699291	Resistant	GEN	16	0.99	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1553769	ENA_SAMN02782545	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3091342	ENA_SAMN04224223	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1220782	ENA_SAMN02640895	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3295822	ENA_SAMN04577369	Resistant	GEN	16	0.988	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2670695	ENA_SAMN03842387	Resistant	GEN	16	0.988	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2567072	ENA_SAMN03894270	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2407656	ENA_SAMN03988336	Resistant	GEN	16	0.989	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665198	ENA_SAMN05201655	Resistant	GEN	16	0.999	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1363314	ENA_SAMN02767032	Resistant	GEN	16	0.994	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3295903	ENA_SAMN04577450	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2566994	ENA_SAMN03894192	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664999	ENA_SAMN02699195	Resistant	GEN	16	0.999	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2567079	ENA_SAMN03894277	Resistant	GEN	16	0.998	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3295801	ENA_SAMN04577348	Resistant	GEN	16	0.985	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2533333	ENA_SAMN03291707	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2567167	ENA_SAMN03894365	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3295642	ENA_SAMN04577189	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3295735	ENA_SAMN04577282	Resistant	GEN	16	0.985	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3295877	ENA_SAMN04577424	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2143425	ENA_SAMN03842238	Resistant	GEN	16	0.993	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664900	ENA_SAMN02699348	Resistant	GEN	16	0.99	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664901	NA	Resistant	GEN	16	NA	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664839	ENA_SAMN02699333	Resistant	GEN	16	0.99	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2566984	ENA_SAMN03894182	Resistant	GEN	16	0.99	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2567205	ENA_SAMN03894403	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2533437	ENA_SAMN03842275	Resistant	GEN	16	0.993	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3085621	ENA_SAMN04384242	Resistant	GEN	16	0.998	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1646548	ENA_SAMN02894146	Resistant	GEN	16	0.994	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664633	ENA_SAMN02699291	Resistant	GEN	16	0.99	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664901	NA	Resistant	GEN	16	NA	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	ERR1197682	ENA_SAMEA3718733	Resistant	GEN	24	0.986	Salmonella	32	Resistant
Salmonella	enterica	Salmonella enterica	SRR2567008	ENA_SAMN03894206	Resistant	GEN	16	0.988	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2566993	ENA_SAMN03894191	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1793262	ENA_SAMN03269391	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	ERR1877999	ENA_SAMEA103900129	Resistant	GEN	26	0.986	Salmonella	32	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664932	ENA_SAMN02699358	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2407762	NA	Resistant	GEN	16	NA	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2724060	ENA_SAMN03938849	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3295552	ENA_SAMN04576636	Resistant	GEN	16	0.994	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665208	ENA_SAMN02699256	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3147931	ENA_SAMN04224440	Resistant	GEN	16	0.988	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3295576	ENA_SAMN04576660	Resistant	GEN	16	0.995	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665260	NA	Resistant	GEN	16	NA	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2567172	ENA_SAMN03894370	Resistant	GEN	16	0.99	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2407795	ENA_SAMN03988475	Resistant	GEN	16	0.988	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2566966	NA	Resistant	GEN	16	NA	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3295643	ENA_SAMN04577190	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665012	ENA_SAMN02699199	Resistant	GEN	16	0.985	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665023	ENA_SAMN02699203	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664919	NA	Resistant	GEN	16	NA	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1951881	ENA_SAMN03275976	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR4280570	ENA_SAMN05771729	Resistant	GEN	16	0.985	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1801552	ENA_SAMN03269359	Resistant	GEN	16	0.99	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2567185	ENA_SAMN03894383	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2532631	ENA_SAMN03842291	Resistant	GEN	16	0.988	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2533454	ENA_SAMN03842300	Resistant	GEN	16	0.99	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2566962	ENA_SAMN03894160	Resistant	GEN	16	0.994	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2567027	ENA_SAMN03894225	Resistant	GEN	16	0.994	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3038514	ENA_SAMN04359406	Resistant	GEN	16	0.986	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665209	ENA_SAMN02699257	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2407787	ENA_SAMN03988467	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3115221	ENA_SAMN04224366	Resistant	GEN	16	0.998	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1849406	ENA_SAMN03269328	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2962362	BVBRC_590.16791	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665187	NA	Resistant	GEN	16	NA	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665223	ENA_SAMN05201675	Resistant	GEN	16	0.986	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2533460	BVBRC_590.15310	Resistant	GEN	16	0.999	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664982	ENA_SAMN02699193	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665086	NA	Resistant	GEN	16	NA	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665188	ENA_SAMN02699251	Resistant	GEN	16	0.994	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR10992709	ENA_SAMN02782579	Resistant	GEN	16	0.983	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665171	ENA_SAMN02699244	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664900	ENA_SAMN02699348	Resistant	GEN	16	0.99	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3295877	ENA_SAMN04577424	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1553846	ENA_SAMN02782544	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR5573144	ENA_SAMN02912014	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2047289	ENA_SAMN03291607	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2407762	NA	Resistant	GEN	16	NA	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1615091	ENA_SAMN02782642	Resistant	GEN	16	0.994	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1698188	ENA_SAMN02777710	Resistant	GEN	8	0.994	Salmonella	8	Resistant
Salmonella	enterica	Salmonella enterica	SRR2567067	ENA_SAMN03894265	Resistant	GEN	16	0.994	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2533544	ENA_SAMN03842256	Resistant	GEN	16	0.988	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2407589	ENA_SAMN03988269	Resistant	GEN	16	0.995	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1220739	ENA_SAMN02640896	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1791386	ENA_SAMN03269446	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1553817	ENA_SAMN02782539	Resistant	GEN	8	0.988	Salmonella	8	Resistant
Salmonella	enterica	Salmonella enterica	SRR2407600	NA	Resistant	GEN	16	NA	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3223097	ENA_SAMN04218176	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2102393	ENA_SAMN03276109	Resistant	GEN	16	0.99	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2566982	ENA_SAMN03894180	Resistant	GEN	16	0.985	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR2407632	ENA_SAMN03988312	Resistant	GEN	16	0.991	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1849399	ENA_SAMN03269335	Resistant	GEN	16	0.99	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3184167	ENA_SAMN04255410	Resistant	GEN	16	0.993	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664631	ENA_SAMN02699290	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1544207	ENA_SAMN02782482	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR1300663	ENA_SAMN02766979	Resistant	GEN	16	0.994	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664767	ENA_SAMN05201872	Resistant	GEN	16	0.987	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3665086	NA	Resistant	GEN	16	NA	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664882	ENA_SAMN02699343	Resistant	GEN	16	0.999	Salmonella	16	Resistant
Salmonella	enterica	Salmonella enterica	SRR3664701	ENA_SAMN02699307	Resistant	GEN	16	0.999	Salmonella	16	Resistant
